"Work ID",answers,"inner score"
88808741,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::به ندرت, 19::اصلا  درباره من صدق نمی‌کند, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::گاهی اوقات, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",36
77001172,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::به ندرت, 9::گاهی اوقات, 10::به ندرت, 11::به ندرت, 12::گاهی اوقات, 13::بیشتر اوقات, 14::به ندرت, 15::گاهی اوقات, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",52
77001301,"1::بیشتر اوقات, 2::بیشتر اوقات, 3::بیشتر اوقات, 4::همیشه, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::به ندرت, 10::همیشه, 11::بیشتر اوقات, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::گاهی اوقات, 16::گاهی اوقات, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::به ندرت, 25::گاهی اوقات",67
76236914,"1::بیشتر اوقات, 2::گاهی اوقات, 3::به ندرت, 4::به ندرت, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::گاهی اوقات, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::گاهی اوقات, 24::به ندرت, 25::به ندرت",53
77000473,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::به ندرت, 5::به ندرت, 6::به ندرت, 7::بیشتر اوقات, 8::به ندرت, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::به ندرت",51
86294645,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::به ندرت, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::به ندرت, 15::گاهی اوقات, 16::گاهی اوقات, 17::گاهی اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",38
77000673,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::اصلا  درباره من صدق نمی‌کند, 5::گاهی اوقات, 6::به ندرت, 7::به ندرت, 8::گاهی اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::اصلا  درباره من صدق نمی‌کند, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::گاهی اوقات, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::گاهی اوقات, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",53
139757,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::گاهی اوقات, 7::گاهی اوقات, 8::گاهی اوقات, 9::گاهی اوقات, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::اصلا  درباره من صدق نمی‌کند, 21::گاهی اوقات, 22::گاهی اوقات, 23::گاهی اوقات, 24::گاهی اوقات, 25::گاهی اوقات",69
86289412,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::گاهی اوقات, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::گاهی اوقات, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",42
76236725,"1::بیشتر اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::بیشتر اوقات, 8::بیشتر اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::بیشتر اوقات, 12::گاهی اوقات, 13::به ندرت, 14::به ندرت, 15::گاهی اوقات, 16::گاهی اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::همیشه, 20::همیشه, 21::به ندرت, 22::به ندرت, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",83
77001056,"1::به ندرت, 2::گاهی اوقات, 3::گاهی اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::گاهی اوقات, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::گاهی اوقات, 12::گاهی اوقات, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::به ندرت, 22::گاهی اوقات, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::به ندرت",49
50000523,"1::گاهی اوقات, 2::به ندرت, 3::اصلا  درباره من صدق نمی‌کند, 4::به ندرت, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::اصلا  درباره من صدق نمی‌کند, 18::گاهی اوقات, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",36
76237033,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::بیشتر اوقات, 9::گاهی اوقات, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::به ندرت, 15::به ندرت, 16::بیشتر اوقات, 17::بیشتر اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::بیشتر اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",51
76236950,"1::گاهی اوقات, 2::به ندرت, 3::گاهی اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::گاهی اوقات, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::گاهی اوقات, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::گاهی اوقات, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::به ندرت, 22::گاهی اوقات, 23::گاهی اوقات, 24::گاهی اوقات, 25::به ندرت",58
76236916,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::گاهی اوقات, 5::بیشتر اوقات, 6::گاهی اوقات, 7::بیشتر اوقات, 8::گاهی اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::گاهی اوقات, 12::بیشتر اوقات, 13::بیشتر اوقات, 14::گاهی اوقات, 15::به ندرت, 16::بیشتر اوقات, 17::گاهی اوقات, 18::به ندرت, 19::به ندرت, 20::بیشتر اوقات, 21::گاهی اوقات, 22::گاهی اوقات, 23::به ندرت, 24::گاهی اوقات, 25::بیشتر اوقات",78
140318,"1::گاهی اوقات, 2::به ندرت, 3::بیشتر اوقات, 4::اصلا  درباره من صدق نمی‌کند, 5::به ندرت, 6::گاهی اوقات, 7::بیشتر اوقات, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::اصلا  درباره من صدق نمی‌کند, 14::گاهی اوقات, 15::به ندرت, 16::به ندرت, 17::گاهی اوقات, 18::به ندرت, 19::گاهی اوقات, 20::به ندرت, 21::به ندرت, 22::گاهی اوقات, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",57
77001228,"1::بیشتر اوقات, 2::به ندرت, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::گاهی اوقات, 6::به ندرت, 7::به ندرت, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::به ندرت, 19::اصلا  درباره من صدق نمی‌کند, 20::گاهی اوقات, 21::به ندرت, 22::بیشتر اوقات, 23::گاهی اوقات, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",45
77000947,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::گاهی اوقات, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::اصلا  درباره من صدق نمی‌کند, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::به ندرت, 16::به ندرت, 17::به ندرت, 18::اصلا  درباره من صدق نمی‌کند, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::گاهی اوقات, 24::به ندرت, 25::به ندرت",45
30100001,"1::همیشه, 2::به ندرت, 3::گاهی اوقات, 4::بیشتر اوقات, 5::به ندرت, 6::به ندرت, 7::گاهی اوقات, 8::گاهی اوقات, 9::گاهی اوقات, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::اصلا  درباره من صدق نمی‌کند, 15::به ندرت, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::گاهی اوقات, 21::به ندرت, 22::به ندرت, 23::گاهی اوقات, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",60
139159,"1::به ندرت, 2::اصلا  درباره من صدق نمی‌کند, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::اصلا  درباره من صدق نمی‌کند, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::اصلا  درباره من صدق نمی‌کند, 20::بیشتر اوقات, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",36
76236590,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::بیشتر اوقات, 5::به ندرت, 6::به ندرت, 7::به ندرت, 8::بیشتر اوقات, 9::به ندرت, 10::گاهی اوقات, 11::گاهی اوقات, 12::گاهی اوقات, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::گاهی اوقات, 20::گاهی اوقات, 21::به ندرت, 22::به ندرت, 23::گاهی اوقات, 24::به ندرت, 25::به ندرت",63
86311780,"1::گاهی اوقات, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::گاهی اوقات, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::به ندرت, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::گاهی اوقات, 21::به ندرت, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",59
76236592,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::بیشتر اوقات, 5::بیشتر اوقات, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::بیشتر اوقات, 12::به ندرت, 13::به ندرت, 14::گاهی اوقات, 15::به ندرت, 16::گاهی اوقات, 17::به ندرت, 18::گاهی اوقات, 19::گاهی اوقات, 20::گاهی اوقات, 21::بیشتر اوقات, 22::گاهی اوقات, 23::به ندرت, 24::به ندرت, 25::به ندرت",68
77000272,"1::همیشه, 2::همیشه, 3::بیشتر اوقات, 4::همیشه, 5::بیشتر اوقات, 6::گاهی اوقات, 7::همیشه, 8::گاهی اوقات, 9::گاهی اوقات, 10::گاهی اوقات, 11::بیشتر اوقات, 12::بیشتر اوقات, 13::گاهی اوقات, 14::بیشتر اوقات, 15::گاهی اوقات, 16::گاهی اوقات, 17::بیشتر اوقات, 18::بیشتر اوقات, 19::گاهی اوقات, 20::بیشتر اوقات, 21::گاهی اوقات, 22::به ندرت, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::گاهی اوقات",92
76237283,"1::گاهی اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::گاهی اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::به ندرت, 16::به ندرت, 17::گاهی اوقات, 18::به ندرت, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::به ندرت",55
77001465,"1::گاهی اوقات, 2::اصلا  درباره من صدق نمی‌کند, 3::به ندرت, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::به ندرت, 7::گاهی اوقات, 8::گاهی اوقات, 9::به ندرت, 10::به ندرت, 11::اصلا  درباره من صدق نمی‌کند, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::گاهی اوقات, 23::به ندرت, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",45
76236560,"1::به ندرت, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::گاهی اوقات, 9::بیشتر اوقات, 10::به ندرت, 11::گاهی اوقات, 12::گاهی اوقات, 13::به ندرت, 14::گاهی اوقات, 15::به ندرت, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::بیشتر اوقات, 21::گاهی اوقات, 22::بیشتر اوقات, 23::بیشتر اوقات, 24::به ندرت, 25::گاهی اوقات",73
140209,"1::گاهی اوقات, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::اصلا  درباره من صدق نمی‌کند, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::به ندرت, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::به ندرت, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",46
30100072,"1::بیشتر اوقات, 2::به ندرت, 3::بیشتر اوقات, 4::به ندرت, 5::به ندرت, 6::به ندرت, 7::بیشتر اوقات, 8::بیشتر اوقات, 9::به ندرت, 10::به ندرت, 11::بیشتر اوقات, 12::به ندرت, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::همیشه, 19::همیشه, 20::اصلا  درباره من صدق نمی‌کند, 21::همیشه, 22::همیشه, 23::همیشه, 24::همیشه, 25::همیشه",80
1280,"1::اصلا  درباره من صدق نمی‌کند, 2::اصلا  درباره من صدق نمی‌کند, 3::اصلا  درباره من صدق نمی‌کند, 4::اصلا  درباره من صدق نمی‌کند, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::اصلا  درباره من صدق نمی‌کند, 8::اصلا  درباره من صدق نمی‌کند, 9::گاهی اوقات, 10::به ندرت, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::به ندرت, 18::به ندرت, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",37
50000573,"1::بیشتر اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::بیشتر اوقات, 7::بیشتر اوقات, 8::گاهی اوقات, 9::گاهی اوقات, 10::بیشتر اوقات, 11::همیشه, 12::بیشتر اوقات, 13::بیشتر اوقات, 14::بیشتر اوقات, 15::گاهی اوقات, 16::گاهی اوقات, 17::گاهی اوقات, 18::گاهی اوقات, 19::به ندرت, 20::گاهی اوقات, 21::بیشتر اوقات, 22::همیشه, 23::گاهی اوقات, 24::به ندرت, 25::گاهی اوقات",86
77000663,"1::به ندرت, 2::به ندرت, 3::گاهی اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::به ندرت, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::گاهی اوقات, 16::گاهی اوقات, 17::گاهی اوقات, 18::اصلا  درباره من صدق نمی‌کند, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::به ندرت, 24::به ندرت, 25::گاهی اوقات",54
77000743,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::به ندرت, 5::بیشتر اوقات, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::به ندرت, 10::گاهی اوقات, 11::به ندرت, 12::به ندرت, 13::به ندرت, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::به ندرت, 17::اصلا  درباره من صدق نمی‌کند, 18::به ندرت, 19::به ندرت, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::گاهی اوقات",53
77000735,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::اصلا  درباره من صدق نمی‌کند, 5::به ندرت, 6::اصلا  درباره من صدق نمی‌کند, 7::گاهی اوقات, 8::بیشتر اوقات, 9::به ندرت, 10::اصلا  درباره من صدق نمی‌کند, 11::به ندرت, 12::گاهی اوقات, 13::گاهی اوقات, 14::اصلا  درباره من صدق نمی‌کند, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::اصلا  درباره من صدق نمی‌کند, 18::گاهی اوقات, 19::اصلا  درباره من صدق نمی‌کند, 20::اصلا  درباره من صدق نمی‌کند, 21::اصلا  درباره من صدق نمی‌کند, 22::اصلا  درباره من صدق نمی‌کند, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::گاهی اوقات",44
76237009,"1::گاهی اوقات, 2::بیشتر اوقات, 3::گاهی اوقات, 4::بیشتر اوقات, 5::گاهی اوقات, 6::به ندرت, 7::گاهی اوقات, 8::به ندرت, 9::گاهی اوقات, 10::بیشتر اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::اصلا  درباره من صدق نمی‌کند, 17::گاهی اوقات, 18::همیشه, 19::بیشتر اوقات, 20::گاهی اوقات, 21::بیشتر اوقات, 22::بیشتر اوقات, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",78
1199,"1::گاهی اوقات, 2::گاهی اوقات, 3::بیشتر اوقات, 4::گاهی اوقات, 5::گاهی اوقات, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::بیشتر اوقات, 11::بیشتر اوقات, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::بیشتر اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::به ندرت, 24::به ندرت, 25::اصلا  درباره من صدق نمی‌کند",63
77000358,"1::گاهی اوقات, 2::به ندرت, 3::به ندرت, 4::به ندرت, 5::به ندرت, 6::به ندرت, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::به ندرت, 11::به ندرت, 12::به ندرت, 13::به ندرت, 14::به ندرت, 15::گاهی اوقات, 16::به ندرت, 17::به ندرت, 18::بیشتر اوقات, 19::به ندرت, 20::به ندرت, 21::به ندرت, 22::به ندرت, 23::به ندرت, 24::به ندرت, 25::به ندرت",54
77000794,"1::گاهی اوقات, 2::به ندرت, 3::گاهی اوقات, 4::به ندرت, 5::اصلا  درباره من صدق نمی‌کند, 6::اصلا  درباره من صدق نمی‌کند, 7::به ندرت, 8::به ندرت, 9::اصلا  درباره من صدق نمی‌کند, 10::گاهی اوقات, 11::به ندرت, 12::اصلا  درباره من صدق نمی‌کند, 13::اصلا  درباره من صدق نمی‌کند, 14::گاهی اوقات, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::به ندرت, 19::اصلا  درباره من صدق نمی‌کند, 20::گاهی اوقات, 21::گاهی اوقات, 22::به ندرت, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",47
140131,"1::بیشتر اوقات, 2::گاهی اوقات, 3::گاهی اوقات, 4::بیشتر اوقات, 5::بیشتر اوقات, 6::گاهی اوقات, 7::بیشتر اوقات, 8::گاهی اوقات, 9::گاهی اوقات, 10::بیشتر اوقات, 11::همیشه, 12::گاهی اوقات, 13::گاهی اوقات, 14::به ندرت, 15::اصلا  درباره من صدق نمی‌کند, 16::گاهی اوقات, 17::به ندرت, 18::بیشتر اوقات, 19::بیشتر اوقات, 20::بیشتر اوقات, 21::گاهی اوقات, 22::گاهی اوقات, 23::بیشتر اوقات, 24::بیشتر اوقات, 25::بیشتر اوقات",84
77000623,"1::به ندرت, 2::به ندرت, 3::به ندرت, 4::گاهی اوقات, 5::به ندرت, 6::گاهی اوقات, 7::به ندرت, 8::به ندرت, 9::به ندرت, 10::گاهی اوقات, 11::گاهی اوقات, 12::به ندرت, 13::گاهی اوقات, 14::گاهی اوقات, 15::به ندرت, 16::گاهی اوقات, 17::گاهی اوقات, 18::بیشتر اوقات, 19::به ندرت, 20::به ندرت, 21::اصلا  درباره من صدق نمی‌کند, 22::گاهی اوقات, 23::اصلا  درباره من صدق نمی‌کند, 24::اصلا  درباره من صدق نمی‌کند, 25::اصلا  درباره من صدق نمی‌کند",57
